id,english,translation
0xCB640576,"Gravity Boot series BD-041","중력 부츠 시리즈 BD-041"
0xCB640577,"Engineering Helmet EEH-C1","엔지니어링 헬멧 EEH-C1"
0xCB71CE5C,"Neo Tools Team","Neo Tools Team"
0xCB77472F,"THERMITE","고열폭약"
0xCBD71F85,"I can override Kendra's control of the shuttle from here, and bring the shuttle back.","여기서 켄드라의 우주선 조종을 강제로 빼앗아 우주선을 되돌릴 수 있다."
0xCBDA90D5,"NAV CARD 2","운항카드 2"
0xCBE214F7,"Use Switch/Open Doors","스위치 사용/문 열기"
0xCC173123,"OFFLINE","작동 중지"
0xCC22A5F7,"Are you sure?","계속하시겠습니까?"
0xCC57746F,"DECK LOG\nHALLOW, F. (AB)\nDon't know what's going on around here. Someone said the ship's been attacked. Who the hell would attack us out here? First the Captain dies, now we get attacked? Carmack says someone on Bridge staff killed him. Can't believe that.\nGoddamn chaos now. Can't get through to the bridge. Can't get through to anyone. Everyone's running. Getting the hell out of here. Should probably join them. ","갑판 기록\n할로우 F. (갑판원)\n여기서 무슨 일이 벌어지고 있는지 모르겠다. 누가 그러는데 우주선이 공격받았단다. 이런 곳에서 대체 누가 우릴 공격한단 말인가? 처음엔 선장이 죽더니, 이제는 공격까지 받다니? 카맥은 브릿지 인원 중 누군가가 선장을 죽였다고 한다. 믿을 수가 없다.\n이젠 완전히 난장판이다. 브릿지로 갈 수가 없다. 아무와도 연락이 안 된다. 다들 도망치고 있다. 여기서 빠져나가려고. 나도 따라가는 게 좋겠다. "
0xCC5B1C98,"Meet Nicole in Flight Control","비행 관제실에서 니콜을 만나라"
0xCC602478,"Look","시점"
0xCC602479,"Walk","걷기"
0xCC60247A,"Run","달리기"
0xCC939C55,"Brandon Ehle","Brandon Ehle"
0xCC939C56,"Fred Ehnow","Fred Ehnow"
0xCC939C57,"Jonathan Hudgins","Jonathan Hudgins"
0xCC939C58,"Aki Morita","Aki Morita"
0xCC939C59,"Scott Randolph","Scott Randolph"
0xCC939C5A,"Larry St. Lezin","Larry St. Lezin"
0xCC939C5B,"Timothy Weisser","Timothy Weisser"
0xCCB15E41,"POWER NODE","파워 노드"
0xCCB24B98,"Unable to save %1.","%1을(를) 저장할 수 없습니다."
0xCCB6E5B9,"THE PEDESTAL","받침대"
0xCCBF8BF9,"Upgrade equipment.","장비 업그레이드."
0xCCDE33F9,"Aim Mode","조준"
0xCCEA37A2,"Kendra located the Mining Access Key on the Processing Sub Deck.  That must be where the mining supervisor died...I knew these men.  I can't believe they are all dead.","켄드라가 처리 작업 하부 갑판에서 채굴 출입 열쇠를 찾아냈다. 채굴 감독관이 죽은 곳이 틀림없다… 나는 이 사람들을 알았다. 모두 죽었다니 믿을 수가 없다."
0xCD119543,"Are you sure you want to Exit to Windows? ","윈도우로 나가시겠습니까? "
0xCD19EFE6,"KEY FOUND","열쇠 발견"
0xCD34C0B7,"Betrayed","배신당함"
0xCD57CD49,"Lift 1","승강기 1"
0xCD5C437A,"Map Hotkey","지도 단축키"
0xCD910407,"Special Thanks","특별히 감사드린 분들"
0xCDB8796A,"INITIAL ATTACK","첫 공격"
0xCDC3F646,"Joe Arcovitch","Joe Arcovitch"
0xCDC949CD,"Vivian Wei-Chun Ding","Vivian Wei-Chun Ding"
0xCDC949CE,"Rachel Mina","Rachel Mina"
0xCDC949CF,"Joe Palrang","Joe Palrang"
0xCDC949D0,"Atsushi Seo","Atsushi Seo"
0xCDD762DA,"Consell Pannonia Ltd.","Consell Pannonia Ltd."
0xCDDA52FB,"Locator","추적장치"
0xCDDFF2C7,"Bring this schematic to the store to unlock the Level 6 Suit.","이 설계도를 상점에 가져가면 레벨 6 보호복의 잠금이 해제됩니다."
0xCE3788DB,"SMALL MED PACK","소형 회복제"
0xCE58627C,"Access Store","상점 이용"
0xCEC386A0,"REPLACING THE TRAM","전동차 교체"
0xCED671FD,"Cut off limbs to kill quickly","팔다리를 절단하면 빨리 죽일 수 있다"
0xCED671FE,"TOOLS","도구"
0xCED671FF,"KEY ITEMS","주요 물품"
0xCED67200,"CURRENCY","화폐"
0xCEDD6C0E,"DIAMOND SEMICONDUCTOR","다이아몬드 반도체"
0xCEDDEB8C,"Manually Attach Claws to Initiate Repairs","수리를 시작하려면 기계팔을 수동으로 부착하십시오"
0xCF024391,"Steve Schmidt","Steve Schmidt"
0xCF54817E,"KEY DOORS","열쇠 문"
0xCF54817F,"USE KEY","열쇠 사용"
0xCF6C4D18,"Test Fire the Shuttle Engines","우주선 엔진을 시험 점화하라"
0xD0216B12,"Test Speakers","스피커 테스트"
0xD03F7C04,"Laura Larson","Laura Larson"
0xD062CA97,"//load game","// 불러오기"
0xD0DA0DE8,"Regina Gao","Regina Gao"
0xD0DBEE40,"MEDIUM MED PACK\nSchematic Acquired\nDownload at the Store","중형 회복제\n설계도 획득\n상점에서 다운로드"
0xD0F7BABC,"Enter the Military Ship","군함에 진입하라"
0xD100CB4A,"SYSTEM OFFLINE","시스템 작동 중지"
0xD122D7C0,"Flight Lounge","비행 대합실"
0xD122D7C1,"Hall to Lift Room","승강기실 방면 복도"
0xD122D7C5,"Hallway To Tram","전동차 방면 복도"
0xD122D7C6,"Tram Station","정거장"
0xD122D7C7,"Access Hallway","연결 복도"
0xD122D7C8,"Cargo Bay","화물실"
0xD12A58E0,"Small air canister that replenishes the air meter.","산소 미터를 보충해 주는 소형 산소통."
0xD17D10DE,"Justin Prazen","Justin Prazen"
0xD194E677,"NAVIGATION","항법"
0xD1C2160B,"[ a.m.]","[ 오전]"
0xD1D64F9E,"Holo-card containing shuttle navigation data.","우주선 운항 데이터가 담긴 홀로카드."
0xD1E6CC21,"Cancel","취소"
0xD213DCF9,"ACTION BUTTON","행동 버튼"
0xD2A96DDF,"I've got the Singularity Core now.  Removing it may cause some bad side effects to the Valor's power system, so I should get out of here quickly.  I'm heading to the Crew Deck now, in hopes of repairing the shuttle docked there.","특이성 코어를 손에 넣었다. 코어를 빼내면 밸러의 전원 시스템에 좋지 않은 부작용이 생길 수 있으니 빨리 여기서 나가야 한다. 이제 승무원 갑판으로 가서 거기 정박해 있는 우주선을 수리할 생각이다."
0xD2AB85F0,"Spend 300,000 credits at the store","상점에서 300,000 크레딧 사용"
0xD2AD1D0A,"A circuit node used to upgrade items.","아이템 업그레이드에 사용되는 회로 노드."
0xD2C8661A,"Initiate Tram Repairs","전동차 수리 개시"
0xD30B18A0,"STORAGE KEY","보관실 열쇠"
0xD35E8A03,"Brute Force","무지막지한 힘"
0xD376AB7D,"Greenhouse Effect","온실 효과"
0xD3BCCEBF,"No gamer profile signed-in.   You will need to sign-in to save your game.","로그인된 게이머 프로필이 없습니다.   게임을 저장하려면 로그인해야 합니다."
0xD3EDE6BE,"DATABASE","기록 자료"
0xD408EB3C,"Fix the Array","배열을 수리하라"
0xD40CED41,"Move Left","왼쪽으로 이동"
0xD40EE02F,"//options","// 설정"
0xD43347A4,"Medical gel pack that restores a small amount of health.","체력을 조금 회복시켜 주는 의료용 젤 팩."
0xD43A22E3,"The Kellion is completely destroyed.  There's no way out of here.  If I can find the Captain's RIG on the Medical Deck, maybe Hammond can figure out just what the hell happened.","켈리온은 완전히 파괴되었다. 여기서 나갈 방법이 없다. 의료 구역에서 선장의 RIG를 찾을 수 있다면, 해먼드가 대체 무슨 일이 있었는지 알아낼 수 있을지도 모른다."
0xD45CF9C8,"Kyne's onboard and ready to fly.  I have to release the docking clamps holding the shuttle in place.","카인이 탑승했고 비행 준비가 되었다. 우주선을 고정하고 있는 도킹 클램프를 풀어야 한다."
0xD4B3A0E3,"MALFUNCTION","고장"
0xD4DAF976,"SAVE","저장"
0xD4DAF977,"BENCH","벤치"
0xD4DAF978,"STORE","상점"
0xD4DAF979,"STASIS","감속장비"
0xD4DCDE21,"Medium","보통"
0xD4E84047,"HP","HP"
0xD53495EC,"VALIDATING...","확인 중..."
0xD542E300,"Christopher Chin","Christopher Chin"
0xD568CF90,"Look","시점"
0xD57011E5,"According to Hammond, the necromorphs have transformed some of the crew into these ""poison pods,"" which are contaminating the air.  I need to find and destroy them.","해먼드 말로는 네크로모프가 승무원 일부를 이 ""독극물 포드""로 바꿔 놓았고, 그것들이 공기를 오염시키고 있다고 한다. 찾아서 파괴해야 한다."
0xD5A3EFF6,"It's, it's Henderson... He's crazy! Pulling his own... teeth out!","그, 그건 헨더슨이야… 미쳤어! 자기 이를… 뽑고 있어!"
0xD5A3F021,"Oh, god. Is he dead?","오, 맙소사. 죽었어?"
0xD5A3F023,"Man... Why would he do something like that? I don't get it.","이런… 왜 저런 짓을 한 거지? 이해가 안 돼."
0xD5A4F02E,"Never should have let him live. Never should have let him live. ","살려 두지 말았어야 했어. 살려 두지 말았어야 했어. "
0xD5A4F030,"Henderson said they were coming. We never should have let him live.","헨더슨이 그놈들이 오고 있다고 했어. 그놈을 살려 두지 말았어야 했어."
0xD5B7A128,"Are you sure you want to quit?  You will lose any unsaved data.","정말 종료하시겠습니까? 저장하지 않은 데이터는 모두 사라집니다."
0xD5D5F799,"In Memory - Christian Teichmann","추모 - Christian Teichmann"
0xD5EBEC54,"NICOLE'S ALIVE","니콜의 생존"
0xD612D705,"Mission","임무"
0xD650EF79,"[Right_Toggle]","[Right_Toggle]"
0xD6D063CB,"ATMOSPHERIC PURITY INCREASED","대기 순도 상승"
0xD6D22B83,"Lawrence Mai","Lawrence Mai"
0xD6D22B84,"Joey Spiotto","Joey Spiotto"
0xD6D22B85,"Andy Wang","Andy Wang"
0xD6E07F1F,"LEVEL 2 SUIT","레벨 2 보호복"
0xD701A383,"/main menu","/ 주 메뉴"
0xD71A1BBC,"Find the Mining Access Key","채굴 출입 열쇠를 찾아라"
0xD71F1EB2,"Make us whole again.","우리를 다시 하나로 만들어 줘."
0xD7204EEB,"Translator","번역"
0xD72B33EF,"QA Embedded Team","QA 임베디드 팀"
0xD7512B01,"Look out!","조심해!"
0xD75E794E,"KINESIS MODULE","유도장비"
0xD7B96DEC,"Rich Briggs","Rich Briggs"
0xD7E8109C,"Activate","작동"
0xD7EDF876,"SCANNING. PLEASE STAND BY","스캔 중. 잠시 기다려 주십시오"
0xD7F1C95C,"Associate Producer","어소시에이트 프로듀서"
0xD817DB66,"KILL THE LEVIATHAN","거대괴물을 제거하라"
0xD862FD5B,"KP .","KP ."
0xD8761415,"[Elev_Navigate]Navigate","[Elev_Navigate]이동"
0xD8A13ECC,"Special thanks to the Crewmembers serving\nsince the christening of the USG Ishimura","USG 이시무라 진수 이래 복무해 온\n승무원들께 특별한 감사를 드립니다"
0xD8EEBB9C,"RIPPER\nSchematic Acquired\nDownload at the Store","리퍼\n설계도 획득\n상점에서 다운로드"
0xD94A2E0E,"MINING ACCESS KEY","채굴 출입 열쇠"
0xD9501C41,"Mike Quigley","Mike Quigley"
0xD9609226,"Spanish Product Manager","스페인 제품 매니저"
0xD97174F7,"ELECTRONIC ARTS PRESENTS","제공: ELECTRONIC ARTS"
0xD97174F8,"AN EA REDWOOD SHORES PRODUCTION","제작: EA REDWOOD SHORES"
0xD97174F9,"DEAD SPACE","DEAD SPACE"
0xD98605B1,"Diff","난이도"
0xDA248EB4,"BRIDGE CONTROL","@ 다리 조종기"
0xDA2B4C3C,"Kill the Leviathan","거대괴물을 제거하라"
0xDA45E377,"Kill 30 enemies with the Ripper","리퍼로 적 30명 제거"
0xDA6056E3,"EA CAT Lab","EA CAT Lab"
0xDA6056E4,"EA Certification Team","EA Certification Team"
0xDA6056E5,"EA Mastering Lab","EA Mastering Lab"
0xDA6056E6,"EAC Game Lab","EAC Game Lab"
0xDA6056E7,"EARS Game Lab","EARS Game Lab"
0xDA6056E8,"EA Desktop Support","EA Desktop Support"
0xDA6056E9,"EAC Motion Capture Services","EAC Motion Capture Services"
0xDA63B055,"UPGRADE BENCH TRAINING","업그레이드 벤치 훈련"
0xDA63B056,"STASIS MODULE TRAINING","감속장비 훈련"
0xDA63B057,"FUSE TRAINING","퓨즈 훈련"
0xDA63B058,"HEALTH TRAINING","체력 훈련"
0xDAE85FBC,"Production","프로덕션"
0xDB10673B,"Load Chemical Agents","화학 약품 투입"
0xDB2B17E3,"QA Assistant Leads","QA 보조 리드"
0xDB2F4822,"The communication dishes have taken some damage.  I need to swap out the broken dishes and create a circle of working ones.  That should align the signal and allow us to transmit to the ship.","통신 안테나 일부가 손상됐다. 고장 난 안테나를 교체해서 작동하는 안테나로 원을 만들어야 한다. 그러면 신호가 정렬되어 그 함선으로 송신할 수 있을 것이다."
0xDB731E09,"Becky Chow","Becky Chow"
0xDB969752,"Z-BALL RULES\n\nStep on the lighted platform and activate it to start the game!\n\nJump to as many scoring platforms as possible to increase your score multiplier.  Then use your Kinesis Module to grab the ball and shoot it into the active basket before the shot timer runs out.  Beating each level opens a locker with a reward inside.","무중력 농구 규칙\n\n불이 켜진 발판에 올라가 작동시키면 게임이 시작됩니다!\n\n점수 발판으로 최대한 많이 점프해서 점수 배율을 높이십시오.  그런 다음 유도장비로 공을 잡아 슛 타이머가 끝나기 전에 활성화된 골대에 던져 넣으십시오.  각 레벨을 클리어하면 보상이 들어 있는 보관함이 열립니다."
0xDBF16BCE,"ENGINE PROBLEMS","엔진 문제"
0xDBF4DB0A,"Guy Perkins","Guy Perkins"
0xDC09D1A3,"DOOR UNLOCKED","문 잠금 해제"
0xDC175F8C,"PG DN","PG DN"
0xDC1DF9B6,"SECURITY LEVEL HIGH","보안 등급 높음"
0xDC2863BD,"PG UP","PG UP"
0xDC354796,"DOOR #1 LOCKED\nDOOR #2 UNLOCKED\nDOOR #3 UNLOCKED\nDOOR #4 UNLOCKED\nDOOR #5 UNLOCKED","1번 문 잠김\n2번 문 열림\n3번 문 열림\n4번 문 열림\n5번 문 열림"
0xDC411194,"Character Concept Artists","캐릭터 컨셉 아티스트"
0xDCB09AE3,"[Stasis]","[Stasis]"
0xDCCAEC4F,"Hey! Hey! Hey,what're what are you doing? You, you can't hold me here! Please, please, just let me out! I need to speak to my wife! Please just tell her I'm in here! She'll know who to talk to! Oh god, oh god! I can't move my head! Please just undo these straps! Please! Please! Please! You've got the wrong person! I'm not supposed to be in here! Please, just, just call my wife. Please, please, just let me out of here. Please!","이봐! 이봐! 이봐, 뭐, 뭐 하는 거야? 나, 날 여기 가둘 순 없어! 제발, 제발, 그냥 내보내 줘! 아내랑 얘기해야 해! 제발 내가 여기 있다고만 전해 줘! 아내라면 누구한테 말해야 할지 알 거야! 오 맙소사, 오 맙소사! 머리를 움직일 수가 없어! 제발 이 끈 좀 풀어 줘! 제발! 제발! 제발! 사람을 잘못 봤어! 난 여기 있을 사람이 아니야! 제발, 그냥, 그냥 아내한테 전화해 줘. 제발, 제발, 그냥 여기서 내보내 줘. 제발!"
0xDCCAEC51,"What are you... what are you doing with that?","그걸로… 그걸로 뭘 하려는 거야?"
0xDCCAEC53,"No! No! Nooaaaaaaaaaaaaahhhhh!","안 돼! 안 돼! 안 돼애아아아아아아아악!"
0xDCDC3DE8,"Increases Inventory slots and Armor.","가방의 용량과 방어력이 증가한다."
0xDD24CAE4,"UNITOLOGY EXPOSED","유니톨로지의 실체"
0xDD3C7CBC,"Go to Hydroponics","재배구역으로 가라"
0xDD5A3817,"N/A","없음"
0xDD61BF36,"START THE ENGINE SEQUENCE","엔진 점화 절차 개시"
0xDD709328,"CONTACT ENERGY","컨택트 에너지"
0xDD7947F2,"NEW ITEM","새 아이템"
0xDDA6EE9F,"[Press]","[Press]"
0xDDEE79C3,"Hazardous anomaly detected. Quarantine activated.","위험한 이상 물체 감지. 격리 조치 작동."
0xDE01C361,"%gPts.","%g포인트"
0xDE07C216,"Executive Thanks","경영진 감사 인사"
0xDE23E1A9,"////aim mode controls","//// 조준 키 설정"
0xDE5D46B6,"Activate the Centrifuge","원심분리기를 작동시켜라"
0xDE6B288F,"Jon Goddard","Jon Goddard"
0xDE6B2890,"Sophie Orlando","Sophie Orlando"
0xDE94DFBA,"Force Gun Schematic","포스건 설계도"
0xDE99999D,"Mike Bullen","Mike Bullen"
0xDE99999E,"Collin Carey","Collin Carey"
0xDE99999F,"Pedro Castro","Pedro Castro"
0xDE9999A0,"Sandra Champanhet","Sandra Champanhet"
0xDE9999A1,"Lawinjeya Chandrakumarb","Lawinjeya Chandrakumarb"
0xDE9999A2,"Kwang-Hi Cho","Kwang-Hi Cho"
0xDE9999A3,"Andy Chung","Andy Chung"
0xDE9999A4,"Nic Cobb","Nic Cobb"
0xDE9999A5,"Jason Collins","Jason Collins"
0xDE9999A6,"Steve Cook","Steve Cook"
0xDE9A99DC,"Rob Cooke","Rob Cooke"
0xDE9A99DD,"Benjamin Crick","Benjamin Crick"
0xDE9A99DE,"Ricardo De Avila","Ricardo De Avila"
0xDE9A99DF,"Lawrence Donohue","Lawrence Donohue"
0xDE9A99E0,"James Featherstone","James Featherstone"
0xDE9A99E1,"Mike Fenton","Mike Fenton"
0xDE9A99E2,"David Fielding","David Fielding"
0xDE9A99E3,"Seferino Gallardo","Seferino Gallardo"
0xDE9A99E4,"Eron Garcia","Eron Garcia"
0xDE9A99E5,"Juan Antonio Garcia de Quinto","Juan Antonio Garcia de Quinto"
0xDE9B9A1B,"Laura George","Laura George"
0xDE9B9A1C,"Daniel Green","Daniel Green"
0xDE9B9A1D,"Wes Hendrix","Wes Hendrix"
0xDE9B9A1E,"Allen Horton","Allen Horton"
0xDE9B9A1F,"Joseph Huggett","Joseph Huggett"
0xDE9B9A20,"Morgan Hughes","Morgan Hughes"
0xDE9B9A21,"Errol Ismail","Errol Ismail"
0xDE9B9A22,"Ben Jackson","Ben Jackson"
0xDE9B9A23,"Ryan Jacobson","Ryan Jacobson"
0xDE9B9A24,"Darryl Jenkins","Darryl Jenkins"
0xDE9C9A5A,"Harry Kashouli","Harry Kashouli"
0xDE9C9A5B,"Amy Kenah","Amy Kenah"
0xDE9C9A5C,"Kyle Killion","Kyle Killion"
0xDE9C9A5D,"Mike Kushner","Mike Kushner"
0xDE9C9A5E,"Raymond Langford","Raymond Langford"
0xDE9C9A5F,"Alex Lawson","Alex Lawson"
0xDE9C9A60,"Conrad Leiden","Conrad Leiden"
0xDE9C9A61,"Matt Loft","Matt Loft"
0xDE9C9A62,"Damon Lumley","Damon Lumley"
0xDE9C9A63,"Anh Luong","Anh Luong"
0xDE9D9A99,"Daniel Martell","Daniel Martell"
0xDE9D9A9A,"Shaun McCourt","Shaun McCourt"
0xDE9D9A9B,"Adam McIntosh","Adam McIntosh"
0xDE9D9A9C,"Russell Medeiros","Russell Medeiros"
0xDE9D9A9D,"James Melling","James Melling"
0xDE9D9A9E,"Garrett Muldoon","Garrett Muldoon"
0xDE9D9A9F,"Mitchell Munter","Mitchell Munter"
0xDE9D9AA0,"Stuart Oswald","Stuart Oswald"
0xDE9D9AA1,"Dee Patel","Dee Patel"
0xDE9D9AA2,"Eduardo Ponz","Eduardo Ponz"
0xDE9E9AD8,"Andy Pritchard","Andy Pritchard"
0xDE9E9AD9,"Lucas Richard","Lucas Richard"
0xDE9E9ADA,"Ryan Roque","Ryan Roque"
0xDE9E9ADB,"Joyce Sacman","Joyce Sacman"
0xDE9E9ADC,"Joaquin Sanz Jimenez","Joaquin Sanz Jimenez"
0xDE9E9ADD,"Seb Serrano","Seb Serrano"
0xDE9E9ADE,"Chance Shiflett","Chance Shiflett"
0xDE9E9ADF,"Richard Silva","Richard Silva"
0xDE9E9AE0,"Julie Staub","Julie Staub"
0xDE9E9AE1,"Jonas Stockfleth","Jonas Stockfleth"
0xDE9F9B17,"Chris Strong","Chris Strong"
0xDE9F9B18,"Timo Tolonen","Timo Tolonen"
0xDE9F9B19,"Eduardo Varela","Eduardo Varela"
0xDE9F9B1A,"Robin Volker","Robin Volker"
0xDE9F9B1B,"Tim Wileman","Tim Wileman"
0xDE9F9B1C,"Bobby Willams","Bobby Willams"
0xDEE62CBA,"Advanced Render Settings","고급 렌더링 설정"
0xDEE668A2,"INSERT MIXING AGENTS","혼합 약품 투입"
0xDEF1220B,"MISSION FAILED","임무 실패"
0xDF0987E0,"BIG PROBLEMS","큰 문제"
0xDF360BC3,"Adjust slider until logo barely appears in the center of the screen.","로고가 화면 중앙에 간신히 보일 때까지 슬라이더를 조절하십시오."
0xDF450737,"KENDRA'S WARNING","켄드라의 경고"
0xDF818498,"Resolution","해상도"
0xDF8FAB8F,"THE MARKER","마커"
0xDFA81164,"HAMMOND ON HYDROPONICS","재배구역의 해먼드"
0xDFE89B5B,"You Have Died","사망했습니다"
0xE0469AE8,"BARRICADE DESTROYED","방어벽 파괴"
0xE04C1AE8,"102","102"
0xE04DAD3C,"Activate the Elevators","엘리베이터를 작동시켜라"
0xE09EE72A,"Use Power Nodes to upgrade your weapons and RIG.","파워 노드를 사용해 무기와 RIG를 업그레이드할 수 있다."
0xE11CF6AB,"Stasis will slow down fast objects and enemies.","감속장비는 빠른 물체와 적을 느리게 만든다."
0xE11FA5FA,"All Systems Go","만반의 준비"
0xE16E7736,"Find the Thermite","고열폭약을 찾아라"
0xE19B062C,"Destroy fuses to override ship systems.","퓨즈를 파괴해 우주선 시스템을 강제 조작할 수 있다."
0xE1B8E408,"PLASMA CUTTER series 2700","플라즈마 커터 2700 시리즈"
0xE21915AD,"Collect and use health packs to replenish your health bar.","회복제를 모아 사용하면 체력 게이지를 보충할 수 있다."
0xE25988EE,"VALUE","가치"
0xE27154B4,"[Navigate]Navigate        [Mouse_Accept]Select        [Mouse_Cancel]Back","[Navigate]이동        [Mouse_Accept]선택        [Mouse_Cancel]뒤로"
0xE2827B24,"CEO","CEO"
0xE283D5AE,"ENGINEERING LOG\nDANVERS, C. (QMED)\nRe: Organic growth in engineering (Update)\nThe unidentified growth seen in other parts of the ship has now reached engineering. I don't know what the hell this stuff is--looks like someone threw up their guts all over the walls--but it's spreading faster than we can cut it up, which is pretty disgusting in itself. \nIt's already in the engine spoke, and if we can't find a way to stop it soon, it'll hit the main chamber by the day after tomorrow.\nI hope the docs are looking into it, because it's way beyond me.","엔진 구역 기록\n댄버스 C. (QMED)\n제목: 엔진 구역 유기물 증식 (갱신)\n우주선 다른 구역에서 목격된 정체불명의 증식체가 이제 엔진 구역까지 퍼졌다. 이게 대체 뭔지 모르겠다. 누가 벽에 내장을 게워 놓은 것 같다. 그런데 우리가 잘라 내는 속도보다 빨리 퍼지고 있고, 그것 자체로도 꽤 역겹다. \n이미 엔진 스포크까지 번졌고, 곧 막을 방법을 찾지 못하면 모레쯤엔 주 엔진실에 닿을 것이다.\n의사들이 조사하고 있기를 바란다. 내 능력으로는 어림도 없으니까."
0xE2A20A48,"Kyne can't get the Marker onboard until I restore gravity to the Hangar Bay.","내가 격납고의 중력을 복구하기 전에는 카인이 마커를 실을 수 없다."
0xE2CE8925,"FORCE GUN","포스건"
0xE2E346F8,"RESTORE POWER","전원 복구"
0xE3465125,"SUPERVISOR'S CHOICE","감독관의 선택"
0xE36C51F1,"Ammo for the Contact Beam.","컨택트 빔 탄약."
0xE377FB20,"[Break_Grapple]","[Break_Grapple]"
0xE38DEEE3,"test","test"
0xE3E4DAA9,"TEMPLE ON THE BRIDGE","브릿지의 템플"
0xE404AB30,"THIS MODE IS NORMAL","이 모드는 보통입니다"
0xE4120940,"NULL","NULL"
0xE4157334,"One Gun","총 한 자루"
0xE42811D1,"Build Engineering","빌드 엔지니어링"
0xE431363C,"QA Administrative Assistant","QA 행정 보조"
0xE439301D,"CEET","CEET"
0xE478EA0E,"13","13"
0xE47FA7B6,"Activate the Security Console","보안 콘솔을 작동시켜라"
0xE483642D,"VENT WARNING","환기구 경고"
0xE4909E83,"Bring this schematic to the store to unlock the Force Gun.","이 설계도를 상점에 가져가면 포스건의 잠금이 해제됩니다."
0xE4A9F900,"TK Module","유도장비"
0xE4DC431E,"An EA Redwood Shores Production","An EA Redwood Shores Production"
0xE4EFE7DF,"MAINTENANCE BAY UNLOCKED","관리구역 잠금 해제"
0xE4F21A08,"R1","R1"
0xE50FAD5B,"COMPOUND PROCESSING","화합물 처리 중"
0xE52AEC24,"Product Authentication Failed","제품 인증에 실패했습니다"
0xE52CB039,"A sign-in change occurred. You are now being returned to the main menu.","로그인 정보가 변경되었습니다. 주 메뉴로 돌아갑니다."
0xE5414679,"Contact Energy Schematic","컨택트 에너지 설계도"
0xE546DBB3,"[MenuA]","[MenuA]"
0xE546DBB4,"[RDRight]","[RDRight]"
0xE546DBCA,"[RDLeft]","[RDLeft]"
0xE546DBCB,"[RDUp]","[RDUp]"
0xE57B52F8,"Grab Item","물체 잡기"
0xE57B52F9,"PICK UP/RELEASE OBJECTS","물체 잡기/놓기"
0xE57B52FA,"REPEL","밀어내기"
0xE592FA77,"Tram Station","정거장"
0xE592FA78,"Atrium Hallway","중앙홀 복도"
0xE592FA79,"Main Atrium","중앙홀"
0xE592FA7A,"Lift to Captain's Nest","선장실행 승강기"
0xE592FA7B,"ADS Hallway","ADS 복도"
0xE592FA7F,"Security Station","보안 구역"
0xE5B9D1AF,"////basic controls","//// 기본 조작"
0xE5E3FECF,"MAX LOAD:","최대 적재량:"
0xE5E3FED0,"CARGO LIFT","화물 승강기"
0xE5E88374,"International Marketing Manager","해외 마케팅 매니저"
0xE5EB8431,"International Product Manager","해외 제품 매니저"
0xE5F96279,"Use Refill Canisters","보충용 용기를 사용하라"
0xE64D6586,"CANCEL","취소"
0xE67771FB,"JUMP","점프"
0xE67771FC,"NO-JUMP ZONE","점프 금지 구역"
0xE67D81C5,"TEST ALL","모두 테스트"
0xE691FB23,"LEVEL 6 SUIT","레벨 6 보호복"
0xE6A30E70,"Volatile chemical mixture.","불안정한 화학 혼합물."
0xE6A5597B,"Level 5 Suit Schematic","레벨 5 보호복 설계도"
0xE6C92695,"Chapter 6: Environmental Hazard","6장: 환경 유해성"
0xE7403DE0,"Robert Bierman","Robert Bierman"
0xE751D83D,"Lucas Dupleix","Lucas Dupleix"
0xE7B21077,"Playing Catch","캐치볼"
0xE7E0E7B2,"[Stomp]","[Stomp]"
0xE80781E0,"Kill the Slug Boss with more than 50% shield strength remaining","실드 내구도 50% 이상 남긴 채 슬러그 보스 처치"
0xE8209590,"Chapter 1: New Arrivals","1장: 새로운 방문객"
0xE8403E38,"AIM, FIRE, ALT FIRE","조준, 사격, 보조 사격"
0xE863B82F,"We've been attacked!  I'm cut off from Hammond and Kendra.  I've got to find somewhere safe, somewhere to hide...","공격받았다! 해먼드, 켄드라와 떨어졌다. 안전한 곳을, 숨을 곳을 찾아야 한다…"
0xE886E814,"Tonantzin Carmelo as Kendra Daniels","켄드라 다니엘스 역: Tonantzin Carmelo"
0xE886E815,"J.G. Hertzler as Captain Benjamin Mathius","벤자민 머싸이어스 선장 역: J.G. Hertzler"
0xE886E816,"Iyari Limon as Nicole Brennan","니콜 브레넌 역: Iyari Limon"
0xE886E817,"Peter Mensah as Sgt. Zach Hammond","자크 해먼드 병장 역: Peter Mensah"
0xE886E818,"Navid Negahban as Dr. Challus Mercer","챌러스 머서 박사 역: Navid Negahban"
0xE886E819,"Keith Szarabajka as Dr. Terrence Kyne","테런스 카인 박사 역: Keith Szarabajka"
0xE89404C5,"Exit","나가기"
0xE8B52A93,"Kill 30 enemies with the Contact Beam","컨택트 빔으로 적 30명 제거"
0xE8B5F91B,"DATA BOARD","데이터보드"
0xE8BD0E2E,"CHAPTER 01","1장"
0xE8BD0E2F,"CHAPTER 02","2장"
0xE8BD0E30,"CHAPTER 03","3장"
0xE8BD0E31,"CHAPTER 04","4장"
0xE8BD0E32,"CHAPTER 05","5장"
0xE8BD0E33,"CHAPTER 06","6장"
0xE8BD0E34,"CHAPTER 07","7장"
0xE8BD0E35,"CHAPTER 08","8장"
0xE8BD0E36,"CHAPTER 09","9장"
0xE8BE0E6C,"CHAPTER 10","10장"
