id,english,translation
0xB55A0D13,"This is Temple. Screw the engine. I can't restart it by myself, and with all the other shit going on, it's obvious this is  sabotage. I'm heading for the bridge, and then I need to find Elizabeth. I've got to get her off this ship, it's not safe.","여긴 템플.엔진을 고정시켜.혼자서는 재가동도 할수없고 상황이 악화되고 있다.이건 명백한 방해공작이야.브릿지에서 엘리자베스를 찾으면 여기서 내려야겠어.너무 위험해."
0xB55F0E1A,"This is Temple. The bridge is fucked. I don't know what went on in there, but I'm not sticking around in case whatever did it comes back. I'm heading for Hydroponics, to find Elizabeth.","여기는 템플.브릿지는 끝장났다.무슨 영문인지 모르겠다.하지만 그놈들이 돌아올수도 있으니 여기서 지체할순 없다.엘리자베스를 찾으러 수경재배실로 가고있다."
0xB560F793,"Skate 2","< 번역 누락 : 0xB560F793 >"
0xB563C7C7,"Travis Fike","< 번역 누락 : 0xB563C7C7 >"
0xB563C7C8,"Carlos Fuentes","< 번역 누락 : 0xB563C7C8 >"
0xB563C7C9,"Jonathan Goodlow","< 번역 누락 : 0xB563C7C9 >"
0xB563C7CA,"Matthew Hutchinson","< 번역 누락 : 0xB563C7CA >"
0xB563C7CB,"Nathan Kennedy","< 번역 누락 : 0xB563C7CB >"
0xB563C7CC,"John Kuraica","< 번역 누락 : 0xB563C7CC >"
0xB563C7CD,"Matt McCulloch","< 번역 누락 : 0xB563C7CD >"
0xB563C7CE,"Geoffrey Nahashon","< 번역 누락 : 0xB563C7CE >"
0xB563C7CF,"Masashi Otake","< 번역 누락 : 0xB563C7CF >"
0xB58834AD,"Additional Design","< 번역 누락 : 0xB58834AD >"
0xB58C89AC,"CHEM LAB REPORT\nFROM: PROF. JAGERWALD, H.\nATTN: DR. CROSS, E.\nElizabeth -\nNo doubt you're aware of the organic growth found in some parts of the ship. I've been examining the substance and thought the results would interest you.\nThe cells most closely resemble bacteria, with viral behavior. Like bacteria, the organism infects other cells through osmosis, then mutates and reproduces agamogenetically.","< 번역 누락 : 0xB58C89AC >"
0xB58D199F,"This is Temple, Acting Chief Engineer. I came down here to find Dr Elizabeth Cross, but she's not here. In fact, I can't find anyone. Just more of this organic shit everywhere. I'm going to check the Mining deck, it's about the only place I haven't looked yet.","임시 수석기술자 템플이다. 엘리자베스 크로스를 찾으려 내려왔지만 여기엔 없다.사실 아무도 없다.그저 이상한 유기물만 사방에 깔려있다.채굴구역으로 가겠다.아직 찾아보지 않은 유일한 장소니까."
0xB5AF5C26,"[RDRight]Cancel","< 번역 누락 : 0xB5AF5C26 >"
0xB5D51BA8,"This is Temple. I found Elizabeth, but there isn't a single spaceworthy vessel in the whole goddamn bay!","여기는 템플. 엘리자베스는 찾았지만 어디에도 타고갈 게 없다!"
0xB5D51BAA,"There's got to be one around here somewhere.","어딘가 하나 있었는데."
0xB61F4CDF,"The beacon's on its way, broadcasting loud and clear.  Now we cross our fingers and hope someone picks up the signal.  The chances are slim, but it's our only hope.  Kendra says there's something wrong with the Communications Array, which means if someone tries to reach us, we can't hear them.  Got to get back to the Bridge and fix it.","브릿지로 돌아가 통신배열을 점검해야 한다."
0xB633893E,"Checkpoint","체 크 포 인 트"
0xB68A847A,"GIVE UP ISAAC!","포기해! 아이작!"
0xB68B0FCE,"You can replay your logs from the Database Screen.","자료실 화면에서 기록을 재생할 수 있다."
0xB68B0FCF,"Dismember enemies to kill them quickly and conserve ammo.","적의 사지를 절단하면 빠르게 제거할 수 있고 탄약을 절약할 수 있다."
0xB68B0FD0,"Find Schematics to buy new weapons and items at the Store.","설계도를 찾아 새로운 무기와 아이템을 상점에서 구입할 수 있다."
0xB68B0FD1,"Use Stasis to slow down enemies, making them easier to kill.","감속장비를 사용하면 적들을 느리게 하고 쉽게 제거할 수 있다."
0xB68B0FD2,"Use Secondary Fire modes on your weapons to discover new combat strategies.","무기의 다른 사격 방식으로 새로운 전투 방법을 플레이 할 수 있다."
0xB68B0FD3,"Upgrade your weapons by spending Power Nodes at the Upgrade Bench.","벤치에서 노드로 무기를 업그레이드 하십시오."
0xB68B0FD4,"Buy a new uniform at the Store to increase your Inventory Slots and Armor.","보호복을 구입하면 가방의 공간과 방어력이 증가한다."
0xB68B0FD5,"Select your weapons on the Inventory Screen to assign them to different Quick Menu Slots.","가방 화면에서 무기를 선택하면 무기만 표시되는 메뉴가 따로 있다."
0xB68B0FD6,"Use Kinesis to grab enemy body parts and shoot them as weapons.","유도장비로 적들의 신체조각을 무기로 사용할 수 있습니다."
0xB68C100C,"Move items to the Safe from the Store menu if your inventory is full.","소지할 공간이 부족하면 상점에서 보관함을 이용하라."
0xB68C100D,"Check Isaac's Commentary on the Objectives screen for additional information on your objectives.","목표에 대한 자세한 내용은 목표 화면에서 아이작의 개인기록을 참고하라."
0xB6C0740E,"SHUTTLE CONTROL","@ 운 송 선 조 종 기"
0xB6C327D6,"Scott Whitney","< 번역 누락 : 0xB6C327D6 >"
0xB6C66E0B,"Czech Translator","< 번역 누락 : 0xB6C66E0B >"
0xB6C76E3C,"German Translator","< 번역 누락 : 0xB6C76E3C >"
0xB6C86E89,"Spanish Translator","< 번역 누락 : 0xB6C86E89 >"
0xB6C96EC7,"French Translator","< 번역 누락 : 0xB6C96EC7 >"
0xB6CB6F48,"Hungarian Translator","< 번역 누락 : 0xB6CB6F48 >"
0xB6CC6F86,"Italian Translator","< 번역 누락 : 0xB6CC6F86 >"
0xB6D37137,"Polish Translator","< 번역 누락 : 0xB6D37137 >"
0xB6D571BE,"Russian Translator","< 번역 누락 : 0xB6D571BE >"
0xB6ED8EA7,"TEMPLE AND ELIZABETH","템 플 과 엘 리 자 베 스"
0xB6EEA6DE,"ADS IS BACK ONLINE","< 번역 누락 : 0xB6EEA6DE >"
0xB74D69DA,"Slugger","< 번역 누락 : 0xB74D69DA >"
0xB79965B7,"Find the Shock Pad","충격기를 찾아라"
0xB7B590F9,"QUARANTINE!","격 리 중 !"
0xB7BDD610,"Bring this schematic to the store to unlock the Line Racks.","상점에 가져가면 잠금이 해제됩니다."
0xB7FB128D,"Full Contact","< 번역 누락 : 0xB7FB128D >"
0xB806871A,"POWER CONTROL","@ 전 원 조 종 기"
0xB818A4EE,"Continue","계 속"
0xB84983E4,"Environment Art Lead","< 번역 누락 : 0xB84983E4 >"
0xB857CF1D,"Are you sure you want to delete %1?","< 번역 누락 : 0xB857CF1D >"
0xB8704D42,"Engineering","< 번역 누락 : 0xB8704D42 >"
0xB88115F2,"Chris Stone","< 번역 누락 : 0xB88115F2 >"
0xB8858E6C,"Glen A. Schofield","< 번역 누락 : 0xB8858E6C >"
0xB8972561,"STASIS DOOR","고장난 문"
0xB8A251CD,"FORCE GUN\nSchematic Acquired\nDownload at the Store","포스건 설계도 획득"
0xB8AF0390,"///brightness","/// 밝 기"
0xB8C35616,"He's... he's dead...","서…선장님이 죽었어…"
0xB8C45621,"Arrest the Doctor!","박사를 체포해."
0xB8E5F0E5,"One of the cannons has failed to start, which means a big portion of the ship is unprotected.  I've got to take manual control and buy Hammond enough time to fix it on his end.","캐논 중 하나가 말썽이다.수동으로 조작해야 한다."
0xB8E99343,"Chris Brown","< 번역 누락 : 0xB8E99343 >"
0xB929EFC5,"Quick Health Pack","빠 른 치 료"
0xB9366DF5,"Jasper Kaw","< 번역 누락 : 0xB9366DF5 >"
0xB9366DF6,"Tim Olson","< 번역 누락 : 0xB9366DF6 >"
0xB9366DF7,"Jonathan Simas","< 번역 누락 : 0xB9366DF7 >"
0xB9940F44,"Pull Down","당 기 시 오"
0xB99F0BA0,"140","< 번역 누락 : 0xB99F0BA0 >"
0xB99FB917,"Move to Safe","< 번역 누락 : 0xB99FB917 >"
0xB99FB918,"Move to Inventory","< 번역 누락 : 0xB99FB918 >"
0xB9A9B0D0,"RIPPER AMMO","< 번역 누락 : 0xB9A9B0D0 >"
0xB9C92A8C,"Technical Artist","< 번역 누락 : 0xB9C92A8C >"
0xBA01162C,"Integration Engineers","< 번역 누락 : 0xBA01162C >"
0xBA388328,"Make us whole again.","우리 다시 하나로…"
0xBA4ACE86,"New Game","새 게 임"
0xBA6F9A16,"Invert X-axis","좌 우 반 전"
0xBA6F9A17,"Invert Y-axis","상 하 반 전"
0xBA7BDF28,"Vamsee Kiran","< 번역 누락 : 0xBA7BDF28 >"
0xBA7BDF29,"Chaitanya Reddy","< 번역 누락 : 0xBA7BDF29 >"
0xBA85C365,"Survive the ADS Cannon with over 50% shield strength remaining","ADS 캐논방어력 50% 이상"
0xBAAA9637,"Find the Data Board","데이터보드를 찾아라"
0xBAC3059A,"RIPPER","리 퍼"
0xBB1EED4E,"QA Manager","< 번역 누락 : 0xBB1EED4E >"
0xBB5F7DA3,"Dave Koerner","< 번역 누락 : 0xBB5F7DA3 >"
0xBBA227F5,"David Farmer","< 번역 누락 : 0xBBA227F5 >"
0xBBA227F6,"William Rudolph","< 번역 누락 : 0xBBA227F6 >"
0xBBA227F7,"Soundelux","< 번역 누락 : 0xBBA227F7 >"
0xBBAE193B,"Alex Charlow","< 번역 누락 : 0xBBAE193B >"
0xBBDF2A20,"///downloads","< 번역 누락 : 0xBBDF2A20 >"
0xBBE77BBA,"MOVE, LOOK, RUN","< 번역 누락 : 0xBBE77BBA >"
0xBBF75CED,"Debug Load Level","< 번역 누락 : 0xBBF75CED >"
0xBC2AA65A,"11","< 번역 누락 : 0xBC2AA65A >"
0xBC688A1E,"STATUS UPDATE...","< 번역 누락 : 0xBC688A1E >"
0xBC698A5D,"PRIMARY MISSION ASSETS...","< 번역 누락 : 0xBC698A5D >"
0xBC81E019,"SMALL CURRENCY","< 번역 누락 : 0xBC81E019 >"
0xBCA09BBD,"Brightness","밝 기"
0xBCD1BB10,"Zero-G Jump over 100 times","< 번역 누락 : 0xBCD1BB10 >"
0xBCD38F50,"Missions Hotkey","임 무"
0xBCD708E0,"Yes","네"
0xBD1504AF,"%1 appears to be damaged and cannot be used.","< 번역 누락 : 0xBD1504AF >"
0xBD2BDBAB,"Jay Wells","< 번역 누락 : 0xBD2BDBAB >"
0xBD433678,"OFFLINE","중 지"
0xBD5A67AE,"requires %d node(s)","< 번역 누락 : 0xBD5A67AE >"
0xBD5A67AF,"use %d node(s)","< 번역 누락 : 0xBD5A67AF >"
0xBD6EFF8B,"Han Xiao Yu","< 번역 누락 : 0xBD6EFF8B >"
0xBD6EFF8C,"Jin Yue","< 번역 누락 : 0xBD6EFF8C >"
0xBD83AEA7,"[Plus]","< 번역 누락 : 0xBD83AEA7 >"
0xBDAAA059,"Test Lead","< 번역 누락 : 0xBDAAA059 >"
0xBDBB1B7D,"Log Database","기 록 자 료"
0xBDBD77F0,"Select a device","< 번역 누락 : 0xBDBD77F0 >"
0xBDE9A1D1,"Basic Controls","기 본 조 작"
0xBE17DBB8,"EFFICIENCY CIRCUIT (CAP)","< 번역 누락 : 0xBE17DBB8 >"
0xBE17DBB9,"This will upgrade your CAPACITY by %g pts.","< 번역 누락 : 0xBE17DBB9 >"
0xBE1CB51A,"Achieve a perfect score in the Shooting Gallery","< 번역 누락 : 0xBE1CB51A >"
0xBE2B2795,"Map","지 도"
0xBE827977,"Port Corridors","좌 현 통 로"
0xBE827978,"Torpedo Room","어 뢰 실"
0xBE827979,"Ore Storage","광 석 보 관 실"
0xBE82797A,"Tram Station","정 거 장"
0xBE82797B,"Barracks Corridors","막 사 통 로"
0xBE82797C,"Cargo Bay","화 물 실"
0xBE82797D,"Armory","무 기 고"
0xBEA52722,"The poison dissolved some of the corruption, enough to allow me inside Food Storage.  But the Leviathan is still alive.  ","독이 약했다.레비아단이 아직 살아있다."
0xBF2ABD78,"Chemical Lab","화 학 연 구 실"
0xBF2ABD79,"Cryogenics","극 저 온 실"
0xBF2ABD7A,"Cryogenics Tram Hall","극저온 구역 전동차 현관"
0xBF2ABD7B,"Cryogenics Tram Station","극저온 구역 정거장"
0xBF7AC865,"CLUTCH ENGAGED","장치 연결"
0xBF82AC09,"Kristine Barrett","< 번역 누락 : 0xBF82AC09 >"
0xBF82AC0A,"Larry Chandler","< 번역 누락 : 0xBF82AC0A >"
0xBF937A42,"VMC India","< 번역 누락 : 0xBF937A42 >"
0xBFA56F99,"Ammo for the Ripper.","리퍼 탄약"
0xBFBF8B15,"BETRAYAL","배 신"
0xBFCC33C0,"EMERGENCY OVERRIDE SYSTEM","-- 비 상 해 제 장 치 --"
0xC0346324,"UPGRADE BENCH","업 그 레 이 드 벤 치"
0xC0B272A5,"STASIS MODULE","감 속 장 비"
0xC0C50F54,"Kill the Hive Mind","< 번역 누락 : 0xC0C50F54 >"
0xC105D803,"\nThis is classic sociopathic behavior, but Harris exhibits no other symptoms. He is affable and friendly, able to empathize and offer original opinions. When questioned about the murder, however, he becomes withdrawn and intransigent, displaying schizophrenic behavior. He also undergoes intermittent hallucinatory periods, again similar to those experienced by other colonists.\nHarris claims he threatened the Doctor because he ""had to stop the dreams and the faces"", and that he'll kill again to ""Make it whole again"". What that means, I haven't determined yet. A most intriguing case.","< 번역 누락 : 0xC105D803 >"
0xC112117F,"Complete Chapter 2 on any difficulty setting","< 번역 누락 : 0xC112117F >"
0xC11777EE,"Ron Booth","< 번역 누락 : 0xC11777EE >"
0xC11777EF,"Rolando Chan-Law","< 번역 누락 : 0xC11777EF >"
0xC11777F0,"Chris Chu","< 번역 누락 : 0xC11777F0 >"
0xC11777F1,"Marc David","< 번역 누락 : 0xC11777F1 >"
0xC11777F2,"John Melvin","< 번역 누락 : 0xC11777F2 >"
0xC1308226,"FUSES","< 번역 누락 : 0xC1308226 >"
0xC136252E,"Easy","쉬 움"
0xC14D4166,"Bloom","후 광 효 과"
0xC15EB5DF,"ON","켜기"
0xC16A4B54,"Gravity offline","중력 작동 중지"
0xC16BCB28,"Hammond's right about this one. Ships like the Ishimura use massive centrifuges to negate the pull of dismantled pieces of planet. Undoubtedly, it's offline so I'll need to assess the problem and get it restarted.\n","원심분리기는 행성파편의 인력을 무효화하기 위한 장치다."
0xC18C48BE,"This will upgrade your CHARGE by %g sec.","< 번역 누락 : 0xC18C48BE >"
0xC1920218,"CREW KEY","승 무 원 열 쇠"
0xC192D768,"Volker Prott","< 번역 누락 : 0xC192D768 >"
0xC198E620,"Please stand still while decontamination is in progress.","오 염 제 거 진 행 중"
0xC1ACFC4C,"[Exit_Rig]Exit","< 번역 누락 : 0xC1ACFC4C >"
0xC1AE91A7,"HEALTH","생 명 력"
0xC1D21A33,"Complete the game on the hardest difficulty setting","< 번역 누락 : 0xC1D21A33 >"
0xC210A9FF,"I wish I could just talk to someone. It's all falling apart here.","< 번역 누락 : 0xC210A9FF >"
0xC23DFEF8,"CHEMICAL CAPSULE W/DNA","DNA 혼합 약품 캡슐"
0xC27D9EE2,"N/A","< 번역 누락 : 0xC27D9EE2 >"
0xC2D4C761,"Marcel Elsner","< 번역 누락 : 0xC2D4C761 >"
0xC35A29E4,"WHITE'S LIST","화 이 트 의 목 록"
0xC40924ED,"Christian Teichmann","< 번역 누락 : 0xC40924ED >"
0xC40924EE,"Kerstin Mueller","< 번역 누락 : 0xC40924EE >"
0xC454B880,"ENTER?","입 장"
0xC454B881,"Purchase, sell, and store your items.","아이템을 구입,판매,보관합니다."
0xC487F787,"SUPERCAP OBJECTIVES","< 번역 누락 : 0xC487F787 >"
0xC48E105F,"RETRIEVE CARGO","-화 물 회 수 준 비-"
0xC48E1060,"RETRIEVING CARGO","-화 물 회 수 중-"
0xC48E1061,"CRANE OFFLINE","< 번역 누락 : 0xC48E1061 >"
0xC4AA544F,"Kinesis\nRequired","유도장비가 필요함"
0xC4C94577,"Malfunction!","고 장 !"
0xC4FAB449,"This is a connector node.","< 번역 누락 : 0xC4FAB449 >"
0xC515B84D,"KP /","< 번역 누락 : 0xC515B84D >"
0xC53EE6E0,"GETTING TO THE LEVIATHAN","레 비 아 단 에 접 근"
0xC56A3613,"UNITED WE... ASCEND?\nIs Unitology a new hope, or just another scam?\nBy Carrie Van Ottken\n\nIf you've been living on Mars for the past 200 years, you might have missed the fastest-growing religious movement in history.\nUnitology boasts a following of millions, counts powerful CEOs and officials in its ranks, claims $78 billion of stock in multiglobal companies, and owns two of Earth's largest financial institutions (GPSG Financial and Unitas Energy Investments). From its beginnings as a cult of personality, Unitology has become a respected, established religion.","< 번역 누락 : 0xC56A3613 >"
0xC5717CF0,"23","< 번역 누락 : 0xC5717CF0 >"
0xC5AD2B4A,"ANOMOLIES DETECTED!","이상 변화 감지!"
0xC5C50A8F,"NICOLE'S REPORT","니 콜 의 요 청"
0xC5CDB100,"Wreckage","< 번역 누락 : 0xC5CDB100 >"
0xC5DD7064,"STRANGE TRANSMISSION","이 상 한 송 신"
0xC5E8233E,"NODES","노드"
0xC5F0EE69,"Equip","장 착"
0xC6341CF0,"Environment Artists","< 번역 누락 : 0xC6341CF0 >"
0xC641E682,"Controls","키 설 정"
0xC6685A1A,"     ISHIMURA TRAM SYSTEM     ISHIMURA TRAM SYSTEM","< 번역 누락 : 0xC6685A1A >"
0xC6A59643,"TEXTLOG\nADDED","< 번역 누락 : 0xC6A59643 >"
0xC6B6EE23,"30","< 번역 누락 : 0xC6B6EE23 >"
0xC72B0165,"There is a sample of the necromorph's DNA somewhere on this deck.  Kendra needs me to find it to mix with the Chemical Capsule, in order to target the creature's pathology.","DNA샘플을 찾아 혼합해야한다."
0xC78DC0E1,"Key to the Elevators on the Crew Deck.","승무원 갑판의 엘리베이터 열쇠."
0xC79B28EE,"Cursor Left","왼 쪽"
0xC7E433FE,"Level 6 Suit Schematic","레벨 6 보호복 설계도"
0xC8917643,"Hypnos Entertainment","< 번역 누락 : 0xC8917643 >"
0xC8C4C0CC,"DISTRESS CALL","조 난 신 호"
0xC8DE6920,"OVERRIDE\nDOOR LOCK","--잠금 장치 작동중--"
0xC8DE6921,"DOOR LOCK\nOVERRIDDEN","--잠금 장치 해제--"
0xC918A5F8,"LOCKED EXECUTIVE DOOR","간 부 구 역 폐 쇄"
0xC94084A8,"[Use]USE","< 번역 누락 : 0xC94084A8 >"
0xC949EC18,"Restore Power to the Bridges","다리의 전원을 복구하라"
0xC967202F,"Tool Time","< 번역 누락 : 0xC967202F >"
0xC97BB025,"MERCER'S EXPERIMENT 2","머 서 의 실 험 2"
0xC9F2A758,"LINE RACKS","라 인 랙"
0xCA1584E5,"When Isaac was born, Poul was given a temporary reassignment to an Earth-based GUMMC ship production facility. During the four-year tour, Poul and Octavia raised Isaac together. When the tour was over, Poul shipped off for an extended off-world tour.\n\nPoul's influence on his son must have rubbed off. Records indicate Isaac pursued studies in mechanical and electrical engineering and achieved high honors.\n\nAccording to medical and psychiatric reports, Poul Clarke's absence had a profound effect on Octavia. She suffered from depression and personal anguish until doctors encouraged her to find fulfillment by working with charitable organizations. It is believed that this is how she ended up coming in contact with the Church of Unitology.\n\n","< 번역 누락 : 0xCA1584E5 >"
0xCA1584E6,"Her association with the Church appears to have alleviated her mental condition. The cancellation of her therapy sessions corresponds with the local parish announcements of her initiation ceremony.\n\nAt this point, records on her become somewhat scarce. There are indications that she sold off much of the family estate to finance her full membership in the church.\n\nIsaac appears to have been selected to a prominent engineering school but we surmise that he was unable to afford the tuition, as records show that he instead attended a lesser-known school with the help of scholarships and financial assistance.\n\n","< 번역 누락 : 0xCA1584E6 >"
0xCA1584E7,"After graduating with high honors, Isaac enlisted in the Merchant Marines. He quickly gained a reputation for his resourceful engineering solutions and after two years was promoted to a higher-profile position closer to the major shipping lanes.\n\nThere are several inquiries about the location of his father that have been logged by his contacts at the GUMMC. Isaac appears to have been trying to re-unite with him unsuccessfully for years. It's doubtful he ever got far in his investigation as Poul Clarke's service record has been mysteriously classified by an executive order.\n\n","< 번역 누락 : 0xCA1584E7 >"
0xCA1584E8,"Octavia continues to be a contributing member of her church and has managed to purchase a Vested-level title.\n\nIsaac's career stagnates at this point. There are records that he cohabited with a medical officer named Nicole Brennan for a couple of years. Records indicate she moved out after receiving a promotion and is currently serving on the USG Ishimura.\n\nKENDRA DANIELS\n\nI couldn't find anything on her in the time I had but Darlton swears by her. She is on the mission with his recommendation. If he thinks she has the necessary skills, who am I to argue?\n","< 번역 누락 : 0xCA1584E8 >"
0xCA1A39A9,"FOUND THE SHOCK PAD","충 격 기 발 견"
0xCA40C791,"Audio","오 디 오"
0xCA454FFF,"MPEG Layer-3 audio coding technology licensed from Fraunhofer IIS and THOMSON multimedia.","< 번역 누락 : 0xCA454FFF >"
0xCA6AB612,"Find the Navigation Cards","운항 카드를 찾아라"
0xCB14B4FA,"Object Artists","< 번역 누락 : 0xCB14B4FA >"
0xCB2E9A17,"SMALL AIR CAN","소형 산소통"
0xCB364EDF,"Most people know the basics. Two hundred years ago Michael Altman, a professor of anthropology, blew the whistle on what he claimed was the biggest cover-up ever instituted by Earth Government--the discovery of an artifact, or ""Marker"", which proved beyond any doubt there is alien life in the Universe. The Government labelled Altman a kook, but his claims struck a chord with some, and his mysterious death soon afterwards fueled that interest.\nUnitologists believe the Marker contained a code, the key to eternal life, through rebirth and ascension to heaven (The kicker is you have to die first). ","< 번역 누락 : 0xCB364EDF >"
0xCB364EE0,"They say the Government is hiding the Marker somewhere, keeping its secrets for themselves. Across all of human space, Unitologists praise Altman's martyrdom and await the day God comes to take them to their new life beyond death.\nIt all sounds pretty harmless. But, like any cult, there's a dark side.\nUnitologists are ""ranked"" in the Church. Nobody ever talks about it, but most of its critics believe there are at least three ranks above the average believer, or ""Initiate"". With each new rank, more of the Church's inner workings and research is revealed to a follower. And these ranks are achieved by one simple criteria--giving money and power to the Church.","< 번역 누락 : 0xCB364EE0 >"
0xCB364EE1,"\nThink taking all your money's bad? The Church also requires members to donate their bodies after death. Why? What do they do with them? Nobody will say, and attempts to infiltrate the inner circle have failed. With their emphasis on ""transformation and rebirth"", maybe we wouldn't like the answer even if they told us.\nOne rumor that also refuses to die says the Church is funding a secret shipbuilding program. Some claim to have seen the fleet. No documentary evidence has ever been supplied, but the claimants all say these ""mausoleum ships"", despite their huge size (Cont'd on p94)","< 번역 누락 : 0xCB364EE1 >"
0xCB640576,"Gravity Boot series BD-041","< 번역 누락 : 0xCB640576 >"
0xCB640577,"Engineering Helmet EEH-C1","< 번역 누락 : 0xCB640577 >"
0xCB71CE5C,"Neo Tools Team","< 번역 누락 : 0xCB71CE5C >"
0xCB77472F,"THERMITE","고열폭약"
0xCBD71F85,"I can override Kendra's control of the shuttle from here, and bring the shuttle back.","여기서 우주선을 복귀 시킬 수 있다"
0xCBDA90D5,"NAV CARD 2","운 항 카 드 2"
0xCBE214F7,"Use Switch/Open Doors","스위치 사용 / 문 열기"
0xCC173123,"OFFLINE","중 지"
0xCC22A5F7,"Are you sure?","계 속 진 행 ?"
0xCC57746F,"DECK LOG\nHALLOW, F. (AB)\nDon't know what's going on around here. Someone said the ship's been attacked. Who the hell would attack us out here? First the Captain dies, now we get attacked? Carmack says someone on Bridge staff killed him. Can't believe that.\nGoddamn chaos now. Can't get through to the bridge. Can't get through to anyone. Everyone's running. Getting the hell out of here. Should probably join them. ","< 번역 누락 : 0xCC57746F >"
0xCC5B1C98,"Meet Nicole in Flight Control","비행 조종실에서 니콜을 만나라"
0xCC602478,"Look","보기"
0xCC602479,"Walk","걷기"
0xCC60247A,"Run","달리기"
0xCC939C55,"Brandon Ehle","< 번역 누락 : 0xCC939C55 >"
0xCC939C56,"Fred Ehnow","< 번역 누락 : 0xCC939C56 >"
0xCC939C57,"Jonathan Hudgins","< 번역 누락 : 0xCC939C57 >"
0xCC939C58,"Aki Morita","< 번역 누락 : 0xCC939C58 >"
0xCC939C59,"Scott Randolph","< 번역 누락 : 0xCC939C59 >"
0xCC939C5A,"Larry St. Lezin","< 번역 누락 : 0xCC939C5A >"
0xCC939C5B,"Timothy Weisser","< 번역 누락 : 0xCC939C5B >"
0xCCB15E41,"POWER NODE","파 워 노 드"
0xCCB24B98,"Unable to save %1.","< 번역 누락 : 0xCCB24B98 >"
0xCCB6E5B9,"THE PEDESTAL","받 침 대"
0xCCBF8BF9,"Upgrade equipment.","장 비 성 능 향 상"
0xCCDE33F9,"Aim Mode","조 준"
0xCCEA37A2,"Kendra located the Mining Access Key on the Processing Sub Deck.  That must be where the mining supervisor died...I knew these men.  I can't believe they are all dead.","열쇠는 처리작업구역 보조갑판에 있다."
0xCD119543,"Are you sure you want to Exit to Windows? ","종료합니다."
0xCD19EFE6,"KEY FOUND","열 쇠 발 견"
0xCD34C0B7,"Betrayed","< 번역 누락 : 0xCD34C0B7 >"
0xCD57CD49,"Lift 1","승강기 1"
0xCD5C437A,"Map Hotkey","지 도"
0xCD910407,"Special Thanks","< 번역 누락 : 0xCD910407 >"
0xCDB8796A,"INITIAL ATTACK","공 격 시 작"
0xCDC3F646,"Joe Arcovitch","< 번역 누락 : 0xCDC3F646 >"
0xCDC949CD,"Vivian Wei-Chun Ding","< 번역 누락 : 0xCDC949CD >"
0xCDC949CE,"Rachel Mina","< 번역 누락 : 0xCDC949CE >"
0xCDC949CF,"Joe Palrang","< 번역 누락 : 0xCDC949CF >"
0xCDC949D0,"Atsushi Seo","< 번역 누락 : 0xCDC949D0 >"
0xCDD762DA,"Consell Pannonia Ltd.","< 번역 누락 : 0xCDD762DA >"
0xCDDA52FB,"Locator","추 적"
0xCDDFF2C7,"Bring this schematic to the store to unlock the Level 6 Suit.","상점에 가져가면 잠금이 해제됩니다."
0xCE3788DB,"SMALL MED PACK","소형 회복제"
0xCE58627C,"Access Store","상 점 입 장"
0xCEC386A0,"REPLACING THE TRAM","교 체 작 업"
0xCED671FD,"Cut off limbs to kill quickly","사지를 잘라내어 빠르게 제거한다."
0xCED671FE,"TOOLS","< 번역 누락 : 0xCED671FE >"
0xCED671FF,"KEY ITEMS","주 요 물 품"
0xCED67200,"CURRENCY","< 번역 누락 : 0xCED67200 >"
0xCEDD6C0E,"DIAMOND SEMICONDUCTOR","다이아몬드 반도체"
0xCEDDEB8C,"Manually Attach Claws to Initiate Repairs","기계팔을 수동으로 연결하십시오"
0xCF024391,"Steve Schmidt","< 번역 누락 : 0xCF024391 >"
0xCF54817E,"KEY DOORS","< 번역 누락 : 0xCF54817E >"
0xCF54817F,"USE KEY","< 번역 누락 : 0xCF54817F >"
0xCF6C4D18,"Test Fire the Shuttle Engines","우주선 엔진 점화를 테스트 하라"
0xD0216B12,"Test Speakers","스 피 커 테 스 트"
0xD03F7C04,"Laura Larson","< 번역 누락 : 0xD03F7C04 >"
0xD062CA97,"//load game","// 불 러 오 기"
0xD0DA0DE8,"Regina Gao","< 번역 누락 : 0xD0DA0DE8 >"
0xD0DBEE40,"MEDIUM MED PACK\nSchematic Acquired\nDownload at the Store","중형 회복제 설계도 획득"
0xD0F7BABC,"Enter the Military Ship","군함에 진입하라"
0xD100CB4A,"SYSTEM OFFLINE","< 번역 누락 : 0xD100CB4A >"
0xD122D7C0,"Flight Lounge","대 합 실"
0xD122D7C1,"Hall to Lift Room","승 강 기 방 면"
0xD122D7C5,"Hallway To Tram","전 동 차 방 면"
0xD122D7C6,"Tram Station","정 거 장"
0xD122D7C7,"Access Hallway","연 결 복 도"
0xD122D7C8,"Cargo Bay","화 물 실"
0xD12A58E0,"Small air canister that replenishes the air meter.","산소미터 보충용 작은 산소통"
0xD17D10DE,"Justin Prazen","< 번역 누락 : 0xD17D10DE >"
0xD194E677,"NAVIGATION","< 번역 누락 : 0xD194E677 >"
0xD1C2160B,"[ a.m.]","< 번역 누락 : 0xD1C2160B >"
0xD1D64F9E,"Holo-card containing shuttle navigation data.","< 번역 누락 : 0xD1D64F9E >"
0xD1E6CC21,"Cancel","아 니 오"
0xD213DCF9,"ACTION BUTTON","< 번역 누락 : 0xD213DCF9 >"
